category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorwikimediapage	authorlastnamefirst	authorlastnamestrong	linkedtags	linkedtags2	sourceline	rightsline
Practopian	C. S. Lewis	An Experiment in Criticism	3	Book		1961		The Enormous Extension of our Being	<p> Those of us who have been true readers all our life seldom fully realize the enormous extension of our being which we owe to authors. We realize it best when we talk with an unliterary friend. He may be full of goodness and good sense but he inhabits a tiny world. In it, we should be suffocated. The man who is contented to be only himself, and therefore less a self, is in prison. My own eyes are not enough for me, I will see through those of others. Reality, even seen through the eyes of many, is not enough. I will see what others have invented. Even the eyes of all humanity are not enough. I regret that the brutes cannot write books. Very gladly would I learn what face things present to a mouse or a bee; more gladly still would I perceive the olfactory world charged with all the information and emotion it carries for a dog. </p>						2014-12-06T13:20:17-08:00		308				c-s-lewis	C._S._Lewis	Lewis, C. S.	C. S. <strong>Lewis</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>An Experiment in Criticism</cite>, <span class='datepublished'>1961</span>	
Lean	Jeffrey Liker and Michael Hoseus	Toyota Culture: The Heart and Soul of The Toyota Way	3	Book	Copyright	2008	0071492178	My conscience got the best of me	<p> As a new group leader, I was sent to Tsutsumi to spend a month getting an appreciation of working on the line and mastering one process. The team leaders told us no one would be able to complete the whole job by the end of the month, but I was determined to prove them wrong. I was installing liners underneath the wheel well when my air gun slipped, and the driver bit scratched the paint on the inner lip of the wheel well. I gasped and looked around &#8212; no one saw me do it &#8212; but they had told me to pull the andon (rope) cord if I made or caught any defect. It was my moment of truth. My first reaction was to let it go. No one would probably see the scratch anyway, and no one would know that I made it. But my conscience got the best of me, and I wanted to see if the really meant what they said about admitting mistakes. So I pulled the andon and the team leader came to fix the problem and showed me how to hold the bit with a free finger in order to stabilize it better: But he did not seem angry at me for making the scratch. </p> <p> Then at break we gathered for our afternoon group meeting where the group leader gave out information on safety and quality issues and heard back concerns from the members. </p> <p> They spoke Japanese so I could not understand what they were saying until I heard the words, &#8220;Mike-san.&#8221; Well that got my attention so I listened carefully...more Japanese and then &#8220;scratchee scratchee&#8221; ...and then more Japanese. So here it was; finally I was going to get called out for messing up and they were going to do it in front of everyone. Then, all of a sudden, the whole group looked at me and clapped and smiled and patted my back and shook my hand as they headed back to the line. I couldn't believe it, after double checking with an interpreter just to make sure, they were applauding me because I made a mistake and admitted it. I felt like a million bucks, and guess what I did the next time I made a mistake? </p>	McGraw-Hill					2012-10-26T04:11:44-07:00		267	McGraw-Hill	New York	27-28	jeffrey-liker-and-michael-hoseus	Jeffrey_Liker_and_Michael_Hoseus	Liker, Jeffrey and Hoseus, Michael	Jeffrey <strong>Liker</strong> and Michael <strong>Hoseus</strong>	lean.html	lean.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Toyota Culture: The Heart and Soul of The Toyota Way</cite>, <span class='city'>New York</span>: <span class='publisher'>McGraw-Hill</span>, <span class='datepublished'>2008</span>, pages&nbsp;<span class='pages'>27-28</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0071492178/portablewisdo-20' class='isbn'>0071492178</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2008</span> by <span class='rightsowner'>McGraw-Hill</span>
Culture	Jeffrey Liker and Michael Hoseus	Toyota Culture: The Heart and Soul of The Toyota Way	3	Book	Copyright	2008	0071492178	My conscience got the best of me	<p> As a new group leader, I was sent to Tsutsumi to spend a month getting an appreciation of working on the line and mastering one process. The team leaders told us no one would be able to complete the whole job by the end of the month, but I was determined to prove them wrong. I was installing liners underneath the wheel well when my air gun slipped, and the driver bit scratched the paint on the inner lip of the wheel well. I gasped and looked around &#8212; no one saw me do it &#8212; but they had told me to pull the andon (rope) cord if I made or caught any defect. It was my moment of truth. My first reaction was to let it go. No one would probably see the scratch anyway, and no one would know that I made it. But my conscience got the best of me, and I wanted to see if the really meant what they said about admitting mistakes. So I pulled the andon and the team leader came to fix the problem and showed me how to hold the bit with a free finger in order to stabilize it better: But he did not seem angry at me for making the scratch. </p> <p> Then at break we gathered for our afternoon group meeting where the group leader gave out information on safety and quality issues and heard back concerns from the members. </p> <p> They spoke Japanese so I could not understand what they were saying until I heard the words, &#8220;Mike-san.&#8221; Well that got my attention so I listened carefully...more Japanese and then &#8220;scratchee scratchee&#8221; ...and then more Japanese. So here it was; finally I was going to get called out for messing up and they were going to do it in front of everyone. Then, all of a sudden, the whole group looked at me and clapped and smiled and patted my back and shook my hand as they headed back to the line. I couldn't believe it, after double checking with an interpreter just to make sure, they were applauding me because I made a mistake and admitted it. I felt like a million bucks, and guess what I did the next time I made a mistake? </p>	McGraw-Hill					2012-10-26T04:11:44-07:00		267	McGraw-Hill	New York	27-28	jeffrey-liker-and-michael-hoseus	Jeffrey_Liker_and_Michael_Hoseus	Liker, Jeffrey and Hoseus, Michael	Jeffrey <strong>Liker</strong> and Michael <strong>Hoseus</strong>	culture.html	culture.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Toyota Culture: The Heart and Soul of The Toyota Way</cite>, <span class='city'>New York</span>: <span class='publisher'>McGraw-Hill</span>, <span class='datepublished'>2008</span>, pages&nbsp;<span class='pages'>27-28</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0071492178/portablewisdo-20' class='isbn'>0071492178</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2008</span> by <span class='rightsowner'>McGraw-Hill</span>
Pagan Tuna	Jeffrey Liker and Michael Hoseus	Toyota Culture: The Heart and Soul of The Toyota Way	3	Book	Copyright	2008	0071492178	My conscience got the best of me	<p> As a new group leader, I was sent to Tsutsumi to spend a month getting an appreciation of working on the line and mastering one process. The team leaders told us no one would be able to complete the whole job by the end of the month, but I was determined to prove them wrong. I was installing liners underneath the wheel well when my air gun slipped, and the driver bit scratched the paint on the inner lip of the wheel well. I gasped and looked around &#8212; no one saw me do it &#8212; but they had told me to pull the andon (rope) cord if I made or caught any defect. It was my moment of truth. My first reaction was to let it go. No one would probably see the scratch anyway, and no one would know that I made it. But my conscience got the best of me, and I wanted to see if the really meant what they said about admitting mistakes. So I pulled the andon and the team leader came to fix the problem and showed me how to hold the bit with a free finger in order to stabilize it better: But he did not seem angry at me for making the scratch. </p> <p> Then at break we gathered for our afternoon group meeting where the group leader gave out information on safety and quality issues and heard back concerns from the members. </p> <p> They spoke Japanese so I could not understand what they were saying until I heard the words, &#8220;Mike-san.&#8221; Well that got my attention so I listened carefully...more Japanese and then &#8220;scratchee scratchee&#8221; ...and then more Japanese. So here it was; finally I was going to get called out for messing up and they were going to do it in front of everyone. Then, all of a sudden, the whole group looked at me and clapped and smiled and patted my back and shook my hand as they headed back to the line. I couldn't believe it, after double checking with an interpreter just to make sure, they were applauding me because I made a mistake and admitted it. I felt like a million bucks, and guess what I did the next time I made a mistake? </p>	McGraw-Hill					2012-10-26T04:11:44-07:00		267	McGraw-Hill	New York	27-28	jeffrey-liker-and-michael-hoseus	Jeffrey_Liker_and_Michael_Hoseus	Liker, Jeffrey and Hoseus, Michael	Jeffrey <strong>Liker</strong> and Michael <strong>Hoseus</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Toyota Culture: The Heart and Soul of The Toyota Way</cite>, <span class='city'>New York</span>: <span class='publisher'>McGraw-Hill</span>, <span class='datepublished'>2008</span>, pages&nbsp;<span class='pages'>27-28</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0071492178/portablewisdo-20' class='isbn'>0071492178</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2008</span> by <span class='rightsowner'>McGraw-Hill</span>
Practopian	Jeffrey Liker and Michael Hoseus	Toyota Culture: The Heart and Soul of The Toyota Way	3	Book	Copyright	2008	0071492178	My conscience got the best of me	<p> As a new group leader, I was sent to Tsutsumi to spend a month getting an appreciation of working on the line and mastering one process. The team leaders told us no one would be able to complete the whole job by the end of the month, but I was determined to prove them wrong. I was installing liners underneath the wheel well when my air gun slipped, and the driver bit scratched the paint on the inner lip of the wheel well. I gasped and looked around &#8212; no one saw me do it &#8212; but they had told me to pull the andon (rope) cord if I made or caught any defect. It was my moment of truth. My first reaction was to let it go. No one would probably see the scratch anyway, and no one would know that I made it. But my conscience got the best of me, and I wanted to see if the really meant what they said about admitting mistakes. So I pulled the andon and the team leader came to fix the problem and showed me how to hold the bit with a free finger in order to stabilize it better: But he did not seem angry at me for making the scratch. </p> <p> Then at break we gathered for our afternoon group meeting where the group leader gave out information on safety and quality issues and heard back concerns from the members. </p> <p> They spoke Japanese so I could not understand what they were saying until I heard the words, &#8220;Mike-san.&#8221; Well that got my attention so I listened carefully...more Japanese and then &#8220;scratchee scratchee&#8221; ...and then more Japanese. So here it was; finally I was going to get called out for messing up and they were going to do it in front of everyone. Then, all of a sudden, the whole group looked at me and clapped and smiled and patted my back and shook my hand as they headed back to the line. I couldn't believe it, after double checking with an interpreter just to make sure, they were applauding me because I made a mistake and admitted it. I felt like a million bucks, and guess what I did the next time I made a mistake? </p>	McGraw-Hill					2012-10-26T04:11:44-07:00		267	McGraw-Hill	New York	27-28	jeffrey-liker-and-michael-hoseus	Jeffrey_Liker_and_Michael_Hoseus	Liker, Jeffrey and Hoseus, Michael	Jeffrey <strong>Liker</strong> and Michael <strong>Hoseus</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Toyota Culture: The Heart and Soul of The Toyota Way</cite>, <span class='city'>New York</span>: <span class='publisher'>McGraw-Hill</span>, <span class='datepublished'>2008</span>, pages&nbsp;<span class='pages'>27-28</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0071492178/portablewisdo-20' class='isbn'>0071492178</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2008</span> by <span class='rightsowner'>McGraw-Hill</span>
Software Development	Peter van der Linden	Not Just Java	3	Book	Copyright	1999, 1997	0130796603	Java	<p> Simplicity and ease of use are cornerstones for Java and help explain why take-up on the language has been so swift. The world is now putting C++ aside as it migrates to Java. Those MIS organizations that never detoured into C++ can now leapfrog it entirely and retool their COBOL programmers for the world of network-centric computing. </p>	Sun Microsystems, Inc.					2006-11-30T14:29:32-08:00		141				peter-van-der-linden	Peter_van_der_Linden	Linden, Peter van der	Peter van der <strong>Linden</strong>	software-development.html	software-development.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Not Just Java</cite>, <span class='datepublished'>1999, 1997</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130796603/portablewisdo-20' class='isbn'>0130796603</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999, 1997</span> by <span class='rightsowner'>Sun Microsystems, Inc.</span>
Pagan Tuna	Peter van der Linden	Not Just Java	3	Book	Copyright	1999, 1997	0130796603	Java	<p> Simplicity and ease of use are cornerstones for Java and help explain why take-up on the language has been so swift. The world is now putting C++ aside as it migrates to Java. Those MIS organizations that never detoured into C++ can now leapfrog it entirely and retool their COBOL programmers for the world of network-centric computing. </p>	Sun Microsystems, Inc.					2006-11-30T14:29:32-08:00		141				peter-van-der-linden	Peter_van_der_Linden	Linden, Peter van der	Peter van der <strong>Linden</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Not Just Java</cite>, <span class='datepublished'>1999, 1997</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0130796603/portablewisdo-20' class='isbn'>0130796603</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999, 1997</span> by <span class='rightsowner'>Sun Microsystems, Inc.</span>
Software Development	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Computer Programming Remains a Black Art	<p> Despite its importance, computer programming remains a black art to most people, and that is hardly surprising. Software, after all, is almost totally invisible. It cannot be touched, felt, heard, smelled, or tasted. But software is what makes a computer do anything useful, interesting or entertaining. </p>	Steve Lohr					2010-07-18T18:39:48-07:00		142	Basic Books	New York	7	steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	software-development.html	software-development.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, page&nbsp;<span class='pages'>7</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Pagan Tuna	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Computer Programming Remains a Black Art	<p> Despite its importance, computer programming remains a black art to most people, and that is hardly surprising. Software, after all, is almost totally invisible. It cannot be touched, felt, heard, smelled, or tasted. But software is what makes a computer do anything useful, interesting or entertaining. </p>	Steve Lohr					2010-07-18T18:39:48-07:00		142	Basic Books	New York	7	steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, page&nbsp;<span class='pages'>7</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Software Development	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Serviceable Things, But Not Great Things	<p> The difference, [Fred] Brooks said, was that the languages and operating systems with fanatical fan clubs were &#8220;originally designed to satisfy a designer or a very small group of designers.&#8221; Whereas the successful products unable to inspire fan clubs, he noted, were &#8220;designed to satisfy a large set of requirements&#8221; &#8212; they were &#8220;done inside of product processes.&#8221; So, Brooks asked, &#8220;What does that tell us about product processes?&#8221; His answer: &#8220;They produce serviceable things, but not great things.&#8221; </p>	Steve Lohr					2010-07-18T18:56:36-07:00		143	Basic Books	New York		steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	software-development.html	software-development.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Pagan Tuna	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Serviceable Things, But Not Great Things	<p> The difference, [Fred] Brooks said, was that the languages and operating systems with fanatical fan clubs were &#8220;originally designed to satisfy a designer or a very small group of designers.&#8221; Whereas the successful products unable to inspire fan clubs, he noted, were &#8220;designed to satisfy a large set of requirements&#8221; &#8212; they were &#8220;done inside of product processes.&#8221; So, Brooks asked, &#8220;What does that tell us about product processes?&#8221; His answer: &#8220;They produce serviceable things, but not great things.&#8221; </p>	Steve Lohr					2010-07-18T18:56:36-07:00		143	Basic Books	New York		steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Practopian	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Serviceable Things, But Not Great Things	<p> The difference, [Fred] Brooks said, was that the languages and operating systems with fanatical fan clubs were &#8220;originally designed to satisfy a designer or a very small group of designers.&#8221; Whereas the successful products unable to inspire fan clubs, he noted, were &#8220;designed to satisfy a large set of requirements&#8221; &#8212; they were &#8220;done inside of product processes.&#8221; So, Brooks asked, &#8220;What does that tell us about product processes?&#8221; His answer: &#8220;They produce serviceable things, but not great things.&#8221; </p>	Steve Lohr					2010-07-18T18:56:36-07:00		143	Basic Books	New York		steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	practopian.html	practopian.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Reason to Rock	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Serviceable Things, But Not Great Things	<p> The difference, [Fred] Brooks said, was that the languages and operating systems with fanatical fan clubs were &#8220;originally designed to satisfy a designer or a very small group of designers.&#8221; Whereas the successful products unable to inspire fan clubs, he noted, were &#8220;designed to satisfy a large set of requirements&#8221; &#8212; they were &#8220;done inside of product processes.&#8221; So, Brooks asked, &#8220;What does that tell us about product processes?&#8221; His answer: &#8220;They produce serviceable things, but not great things.&#8221; </p>	Steve Lohr					2010-07-18T18:56:36-07:00		143	Basic Books	New York		steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	reason-to-rock.html	reason-to-rock.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Software Development	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Software Much More Plastic Than Hardware	<p> The desire to treat software more like its hardware siblings began in earnest in the 1960s. Equal treatment was one motivation, at least at the start, but it was also an effort to make programming a more structured discipline like hardware engineering. Looking back, [David] Sayre observed that the Bald Peak conference had the regrettable effect of beginning a management mentality that served to &#8220;rigidify&#8221; programming at IBM. In the early days, he recalled that programming at IBM had an informal Silicon Valley flavor, which tended to encourage innovation. By the late 1960s, the working environment had become much more regimented. The disciplines of hardware engineering fit uneasily in the more ethereal realm of software. &#8220;Software is a much more plastic object than hardware,&#8221; Sayre said. &#8220;You whip it up, squeeze it, and you can dream.&#8221; </p>	Steve Lohr					2010-07-18T18:49:57-07:00		144	Basic Books	New York		steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	software-development.html	software-development.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Pagan Tuna	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	Software Much More Plastic Than Hardware	<p> The desire to treat software more like its hardware siblings began in earnest in the 1960s. Equal treatment was one motivation, at least at the start, but it was also an effort to make programming a more structured discipline like hardware engineering. Looking back, [David] Sayre observed that the Bald Peak conference had the regrettable effect of beginning a management mentality that served to &#8220;rigidify&#8221; programming at IBM. In the early days, he recalled that programming at IBM had an informal Silicon Valley flavor, which tended to encourage innovation. By the late 1960s, the working environment had become much more regimented. The disciplines of hardware engineering fit uneasily in the more ethereal realm of software. &#8220;Software is a much more plastic object than hardware,&#8221; Sayre said. &#8220;You whip it up, squeeze it, and you can dream.&#8221; </p>	Steve Lohr					2010-07-18T18:49:57-07:00		144	Basic Books	New York		steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Software Development	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	The Craftsman's Satisfactions	<p> In 1983, when he [Ken Thompson] and [Dennis] Richie won the Turing award, which has been called the Nobel prize of computer science, Thompson explained, &#8220;I am a programmer. On my 1040 form, that is what I put down as my occupation.&#8221; He has called programming an addiction of sorts, and it was in the Berkeley computer center that he got hooked. Sitting in the Bell Labs offices years later, he described the appeal as having all the craftsman's satisfactions of making things, without the cost and trouble of procuring the materials. &#8220;It's like building something where you don't have to order the cement,&#8221; Thompson said. &#8220;You create a world of your own, your own environment, and you never leave this room.&#8221; </p>	Steve Lohr					2010-07-18T19:02:55-07:00		145	Basic Books	New York		steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	software-development.html	software-development.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Pagan Tuna	Steve Lohr	Go To	3	Book	Copyright	2001	0465042252	The Craftsman's Satisfactions	<p> In 1983, when he [Ken Thompson] and [Dennis] Richie won the Turing award, which has been called the Nobel prize of computer science, Thompson explained, &#8220;I am a programmer. On my 1040 form, that is what I put down as my occupation.&#8221; He has called programming an addiction of sorts, and it was in the Berkeley computer center that he got hooked. Sitting in the Bell Labs offices years later, he described the appeal as having all the craftsman's satisfactions of making things, without the cost and trouble of procuring the materials. &#8220;It's like building something where you don't have to order the cement,&#8221; Thompson said. &#8220;You create a world of your own, your own environment, and you never leave this room.&#8221; </p>	Steve Lohr					2010-07-18T19:02:55-07:00		145	Basic Books	New York		steve-lohr	Steve_Lohr	Lohr, Steve	Steve <strong>Lohr</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Go To</cite>, <span class='city'>New York</span>: <span class='publisher'>Basic Books</span>, <span class='datepublished'>2001</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0465042252/portablewisdo-20' class='isbn'>0465042252</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2001</span> by <span class='rightsowner'>Steve Lohr</span>
Management	Michael Lopp	Managing Humans: Biting and Humorous Tales of a Software Engineering Manager	3	Book	Copyright	2007	159059844X	Delegation is a Slippery Slope	<p> The act of delegation is a slippery slope for managers. Yes, you want to figure out how not to be a bottleneck in your organization and, yes, you want to figure out how to scale, but you also want to continue to get your hands dirty. Members Only's problem was he believed his job was purely strategic. Think big thoughts; delegate the results of those thoughts to minions. He was a pure delegator and he'd forgotten how to do real work. </p> <p> Pure delegators are slowly becoming irrelevant to their organizations. </p>	Michael Lopp					2008-10-24T07:56:49-07:00		146	Apress		13	michael-lopp	Michael_Lopp	Lopp, Michael	Michael <strong>Lopp</strong>	management.html	management.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing Humans: Biting and Humorous Tales of a Software Engineering Manager</cite>, <span class='publisher'>Apress</span>, <span class='datepublished'>2007</span>, page&nbsp;<span class='pages'>13</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/159059844X/portablewisdo-20' class='isbn'>159059844X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Michael Lopp</span>
Pagan Tuna	Michael Lopp	Managing Humans: Biting and Humorous Tales of a Software Engineering Manager	3	Book	Copyright	2007	159059844X	Delegation is a Slippery Slope	<p> The act of delegation is a slippery slope for managers. Yes, you want to figure out how not to be a bottleneck in your organization and, yes, you want to figure out how to scale, but you also want to continue to get your hands dirty. Members Only's problem was he believed his job was purely strategic. Think big thoughts; delegate the results of those thoughts to minions. He was a pure delegator and he'd forgotten how to do real work. </p> <p> Pure delegators are slowly becoming irrelevant to their organizations. </p>	Michael Lopp					2008-10-24T07:56:49-07:00		146	Apress		13	michael-lopp	Michael_Lopp	Lopp, Michael	Michael <strong>Lopp</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing Humans: Biting and Humorous Tales of a Software Engineering Manager</cite>, <span class='publisher'>Apress</span>, <span class='datepublished'>2007</span>, page&nbsp;<span class='pages'>13</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/159059844X/portablewisdo-20' class='isbn'>159059844X</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2007</span> by <span class='rightsowner'>Michael Lopp</span>
User Experience	Michael Lopp	Rands in Repose	3	Web Log	Copyright	01-16-2012		Engineers and Designers	<p> Prior to Steve Jobs&#8217; return to Apple, there was a decent centralized usability team equipped with those fancy rooms with one-way mirrors and video cameras. I'm certain these folks did significant work, but when Jobs returned, he shut it down and he cast the design teams to the wind. Each product team inherited part of the former usability team. </p> <p> Now, I arrived after this reorganization occurred, so I don't know the actual reasoning, but I do know I never saw those usability labs used once and I would argue that in the past decade Apple has created some of the most usable products out there. My opinion is that the choice to spread the usability design function across the engineering team was intended to send a clear message: engineer and designer need to party more… together. </p> <p> I can't imagine building a team responsible for consumer products where engineers and designers weren't constantly meddling in each other's business. Yes, they often argue from completely opposite sides of the brain. Yes, it is often a battle of art and science, but engineering and design want exactly the same thing. They want the intense satisfaction of knowing they successfully built something that matters. </p>	Rands	http://www.randsinrepose.com/archives/2012/01/16/a_design_primer_for_engineers.html	A Design Primer for Engineers	http://www.randsinrepose.com/archives/2012/01/16/a_design_primer_for_engineers.html		2013-03-25T05:50:45-07:00		276				michael-lopp	Michael_Lopp	Lopp, Michael	Michael <strong>Lopp</strong>	user-experience.html	user-experience.html	the <span class='sourcetype'>Web Log</span> <cite class='majortitle'>Rands in Repose</cite>, <cite class='minortitle'>&#8220;A Design Primer for Engineers&#8221;</cite>, <span class='datepublished'>01-16-2012</span>	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>01-16-2012</span> by <span class='rightsowner'>Rands</span>
